,Date,Persian_Date,Open,Low,High,Close
337,2017/09/12,1396/06/21,"39,010","39,000","39,170","39,140"
338,2017/09/11,1396/06/20,"39,010","38,980","39,010","39,000"
339,2017/09/10,1396/06/19,"39,050","39,000","39,060","39,000"
340,2017/09/07,1396/06/16,"38,950","38,950","39,040","39,040"
341,2017/09/06,1396/06/15,"38,830","38,830","38,960","38,940"
342,2017/09/05,1396/06/14,"38,780","38,760","38,820","38,820"
343,2017/09/04,1396/06/13,"38,910","38,790","38,930","38,790"
344,2017/09/03,1396/06/12,"38,830","38,830","38,900","38,900"
345,2017/09/02,1396/06/11,"38,750","38,750","38,820","38,820"
346,2017/08/31,1396/06/09,"38,730","38,730","38,740","38,740"
347,2017/08/30,1396/06/08,"38,650","38,650","38,720","38,720"
348,2017/08/29,1396/06/07,"38,570","38,570","38,630","38,630"
349,2017/08/28,1396/06/06,"38,580","38,580","38,600","38,580"
350,2017/08/27,1396/06/05,"38,530","38,530","38,650","38,590"
351,2017/08/26,1396/06/04,"38,390","38,390","38,520","38,520"
352,2017/08/24,1396/06/02,"38,340","38,340","38,380","38,380"
353,2017/08/23,1396/06/01,"38,310","38,310","38,330","38,330"
354,2017/08/22,1396/05/31,"38,310","38,300","38,310","38,300"
355,2017/08/21,1396/05/30,"38,270","38,270","38,320","38,300"
356,2017/08/20,1396/05/29,"38,250","38,250","38,280","38,280"
357,2017/08/19,1396/05/28,"38,190","38,190","38,240","38,240"
358,2017/08/17,1396/05/26,"38,190","38,190","38,200","38,200"
359,2017/08/16,1396/05/25,"38,190","38,180","38,200","38,200"
360,2017/08/21,1396/05/30,"38,270","38,270","38,320","38,300"
361,2017/08/20,1396/05/29,"38,250","38,250","38,280","38,280"
362,2017/08/19,1396/05/28,"38,190","38,190","38,240","38,240"
363,2017/08/17,1396/05/26,"38,190","38,190","38,200","38,200"
364,2017/08/16,1396/05/25,"38,190","38,180","38,200","38,200"
365,2017/08/15,1396/05/24,"38,140","38,140","38,170","38,170"
366,2017/08/14,1396/05/23,"38,130","38,130","38,130","38,130"
367,2017/08/13,1396/05/22,"38,140","38,100","38,140","38,120"
368,2017/08/12,1396/05/21,"38,120","38,120","38,130","38,130"
369,2017/08/09,1396/05/18,"38,120","38,110","38,130","38,110"
370,2017/08/08,1396/05/17,"38,140","38,110","38,140","38,110"
371,2017/08/07,1396/05/16,"38,200","38,150","38,200","38,150"
372,2017/08/06,1396/05/15,"38,250","38,200","38,250","38,210"
373,2017/08/03,1396/05/12,"38,220","38,220","38,260","38,260"
374,2017/08/02,1396/05/11,"38,200","38,190","38,210","38,210"
375,2017/08/01,1396/05/10,"38,140","38,140","38,210","38,190"
376,2017/07/31,1396/05/09,"38,110","38,100","38,130","38,130"
377,2017/07/30,1396/05/08,"38,080","38,080","38,130","38,120"
378,2017/07/29,1396/05/07,"38,020","38,010","38,070","38,070"
379,2017/07/27,1396/05/05,"38,020","38,010","38,040","38,010"
380,2017/07/26,1396/05/04,"37,810","37,810","38,000","38,000"
381,2017/07/25,1396/05/03,"37,730","37,720","37,790","37,790"
382,2017/07/24,1396/05/02,"37,740","37,710","37,740","37,720"
383,2017/07/23,1396/05/01,"37,750","37,740","37,750","37,750"
384,2017/07/22,1396/04/31,"37,850","37,760","37,850","37,760"
385,2017/07/20,1396/04/29,"37,820","37,820","37,820","37,820"
386,2017/07/19,1396/04/28,"37,770","37,770","37,770","37,770"
387,2017/07/18,1396/04/27,"37,780","37,780","37,790","37,780"
388,2017/07/17,1396/04/26,"37,810","37,770","37,810","37,790"
389,2017/07/16,1396/04/25,"37,810","37,790","37,830","37,800"
390,2017/07/20,1396/04/29,"37,820","37,820","37,820","37,820"
391,2017/07/19,1396/04/28,"37,770","37,770","37,770","37,770"
392,2017/07/18,1396/04/27,"37,780","37,780","37,790","37,780"
393,2017/07/17,1396/04/26,"37,810","37,770","37,810","37,790"
394,2017/07/16,1396/04/25,"37,810","37,790","37,830","37,800"
395,2017/07/15,1396/04/24,"37,810","37,800","37,830","37,820"
396,2017/07/13,1396/04/22,"37,890","37,850","37,890","37,850"
397,2017/07/12,1396/04/21,"37,950","37,900","37,950","37,900"
398,2017/07/11,1396/04/20,"37,910","37,910","37,960","37,930"
399,2017/07/10,1396/04/19,"37,870","37,860","37,880","37,880"
400,2017/07/09,1396/04/18,"37,880","37,860","37,890","37,860"
401,2017/07/08,1396/04/17,"37,890","37,880","37,900","37,890"
402,2017/07/06,1396/04/15,"37,890","37,880","37,920","37,880"
403,2017/07/05,1396/04/14,"37,820","37,790","37,880","37,880"
404,2017/07/04,1396/04/13,"37,840","37,800","37,860","37,800"
405,2017/07/03,1396/04/12,"37,820","37,780","37,820","37,790"
406,2017/07/02,1396/04/11,"37,870","37,840","37,880","37,840"
407,2017/07/01,1396/04/10,"37,720","37,720","37,910","37,890"
408,2017/06/29,1396/04/08,"37,640","37,640","37,680","37,680"
409,2017/06/28,1396/04/07,"37,560","37,560","37,650","37,590"
410,2017/06/27,1396/04/06,"37,500","37,500","37,540","37,540"
411,2017/06/25,1396/04/04,"37,580","37,540","37,590","37,540"
412,2017/06/24,1396/04/03,"37,450","37,450","37,580","37,570"
413,2017/06/22,1396/04/01,"37,460","37,440","37,480","37,440"
414,2017/06/21,1396/03/31,"37,420","37,370","37,420","37,420"
415,2017/06/20,1396/03/30,"37,510","37,450","37,520","37,450"
416,2017/06/19,1396/03/29,"37,480","37,440","37,610","37,500"
417,2017/06/18,1396/03/28,"37,320","37,320","37,500","37,500"
418,2017/06/17,1396/03/27,"37,300","37,270","37,340","37,320"
419,2017/06/15,1396/03/25,"37,320","37,300","37,320","37,310"
420,2017/06/21,1396/03/31,"37,420","37,370","37,420","37,420"
421,2017/06/20,1396/03/30,"37,510","37,450","37,520","37,450"
422,2017/06/19,1396/03/29,"37,480","37,440","37,610","37,500"
423,2017/06/18,1396/03/28,"37,320","37,320","37,500","37,500"
424,2017/06/17,1396/03/27,"37,300","37,270","37,340","37,320"
425,2017/06/15,1396/03/25,"37,320","37,300","37,320","37,310"
426,2017/06/14,1396/03/24,"37,280","37,270","37,310","37,300"
427,2017/06/13,1396/03/23,"37,310","37,270","37,310","37,270"
428,2017/06/12,1396/03/22,"37,340","37,290","37,350","37,300"
429,2017/06/11,1396/03/21,"37,350","37,350","37,380","37,350"
430,2017/06/10,1396/03/20,"37,380","37,350","37,380","37,360"
431,2017/06/08,1396/03/18,"37,400","37,370","37,400","37,370"
432,2017/06/07,1396/03/17,"37,310","37,300","37,390","37,380"
433,2017/06/06,1396/03/16,"37,320","37,290","37,320","37,300"
434,2017/06/04,1396/03/14,"37,330","37,330","37,330","37,330"
435,2017/06/03,1396/03/13,"37,330","37,320","37,330","37,320"
436,2017/06/01,1396/03/11,"37,350","37,340","37,350","37,340"
437,2017/05/31,1396/03/10,"37,380","37,330","37,580","37,340"
438,2017/05/30,1396/03/09,"37,370","37,350","37,380","37,360"
439,2017/05/29,1396/03/08,"37,380","37,380","37,430","37,380"
440,2017/05/28,1396/03/07,"37,420","37,370","37,450","37,370"
441,2017/05/27,1396/03/06,"37,420","37,420","37,460","37,430"
442,2017/05/25,1396/03/04,"37,470","37,430","37,470","37,430"
443,2017/05/24,1396/03/03,"37,520","37,480","37,560","37,480"
444,2017/05/23,1396/03/02,"37,450","37,450","37,580","37,530"
445,2017/05/22,1396/03/01,"37,330","37,320","37,390","37,350"
446,2017/05/21,1396/02/31,"37,380","37,330","37,400","37,400"
447,2017/05/20,1396/02/30,"37,690","37,410","37,690","37,410"
448,2017/05/18,1396/02/28,"37,720","37,670","37,730","37,670"
449,2017/05/17,1396/02/27,"37,590","37,550","37,720","37,710"
450,2017/05/22,1396/03/01,"37,330","37,320","37,390","37,350"
451,2017/05/21,1396/02/31,"37,380","37,330","37,400","37,400"
452,2017/05/20,1396/02/30,"37,690","37,410","37,690","37,410"
453,2017/05/18,1396/02/28,"37,720","37,670","37,730","37,670"
454,2017/05/17,1396/02/27,"37,590","37,550","37,720","37,710"
455,2017/05/16,1396/02/26,"37,550","37,540","37,580","37,550"
456,2017/05/15,1396/02/25,"37,580","37,540","37,580","37,540"
457,2017/05/14,1396/02/24,"37,580","37,560","37,600","37,560"
458,2017/05/13,1396/02/23,"37,600","37,570","37,610","37,590"
459,2017/05/11,1396/02/21,"37,580","37,570","37,600","37,590"
460,2017/05/10,1396/02/20,"37,570","37,560","37,590","37,570"
461,2017/05/09,1396/02/19,"37,560","37,540","37,570","37,540"
462,2017/05/08,1396/02/18,"37,580","37,570","37,600","37,570"
463,2017/05/07,1396/02/17,"37,620","37,580","37,620","37,590"
464,2017/05/06,1396/02/16,"37,710","37,620","37,750","37,630"
465,2017/05/04,1396/02/14,"37,660","37,660","37,700","37,700"
466,2017/05/03,1396/02/13,"37,630","37,620","37,650","37,650"
467,2017/05/02,1396/02/12,"37,660","37,620","37,680","37,620"
468,2017/05/01,1396/02/11,"37,710","37,660","37,730","37,670"
469,2017/04/30,1396/02/10,"37,740","37,730","37,820","37,730"
470,2017/04/29,1396/02/09,"37,640","37,640","37,730","37,730"
471,2017/04/27,1396/02/07,"37,610","37,610","37,620","37,620"
472,2017/04/26,1396/02/06,"37,550","37,550","37,620","37,600"
473,2017/04/24,1396/02/04,"37,540","37,530","37,540","37,530"
474,2017/04/23,1396/02/03,"37,500","37,500","37,530","37,530"
475,2017/04/22,1396/02/02,"37,490","37,480","37,500","37,490"
476,2017/04/20,1396/01/31,"37,500","37,470","37,500","37,480"
477,2017/04/19,1396/01/30,"37,490","37,490","37,510","37,490"
478,2017/04/18,1396/01/29,"37,540","37,500","37,540","37,500"
479,2017/04/17,1396/01/28,"37,560","37,540","37,570","37,550"
480,2017/04/20,1396/01/31,"37,500","37,470","37,500","37,480"
481,2017/04/19,1396/01/30,"37,490","37,490","37,510","37,490"
482,2017/04/18,1396/01/29,"37,540","37,500","37,540","37,500"
483,2017/04/17,1396/01/28,"37,560","37,540","37,570","37,550"
484,2017/04/16,1396/01/27,"37,590","37,550","37,590","37,550"
485,2017/04/15,1396/01/26,"37,570","37,570","37,610","37,600"
486,2017/04/13,1396/01/24,"37,620","37,590","37,620","37,590"
487,2017/04/12,1396/01/23,"37,650","37,590","37,650","37,630"
488,2017/04/10,1396/01/21,"37,650","37,620","37,670","37,630"
489,2017/04/09,1396/01/20,"37,600","37,600","37,640","37,630"
490,2017/04/08,1396/01/19,"37,620","37,580","37,630","37,610"
491,2017/04/06,1396/01/17,"37,630","37,610","37,650","37,610"
492,2017/04/05,1396/01/16,"37,490","37,490","37,650","37,650"
493,2017/04/04,1396/01/15,"37,700","37,530","37,700","37,530"
494,2017/04/03,1396/01/14,"37,510","37,490","37,730","37,690"
495,2017/03/30,1396/01/10,"37,480","37,390","37,480","37,400"
496,2017/03/29,1396/01/09,"37,630","37,500","37,630","37,520"
497,2017/03/28,1396/01/08,"38,550","37,630","38,550","37,660"
498,2017/03/27,1396/01/07,"37,570","37,330","37,640","37,640"
499,2017/03/26,1396/01/06,"37,650","37,540","37,680","37,540"
500,2017/03/25,1396/01/05,"37,580","37,550","37,670","37,670"
501,2017/03/23,1396/01/03,"37,510","37,480","37,510","37,480"
502,2017/03/21,1396/01/01,"37,520","37,450","37,520","37,480"
503,2017/03/18,1395/12/28,"37,590","37,460","37,590","37,480"
504,2017/03/16,1395/12/26,"37,920","37,540","37,920","37,570"
505,2017/03/15,1395/12/25,"37,650","37,650","37,970","37,950"
506,2017/03/14,1395/12/24,"37,490","37,460","37,980","37,630"
507,2017/03/13,1395/12/23,"37,500","37,430","37,510","37,500"
508,2017/03/12,1395/12/22,"37,580","37,480","37,600","37,490"
509,2017/03/11,1395/12/21,"37,520","37,520","37,660","37,590"
510,2017/03/21,1396/01/01,"37,520","37,450","37,520","37,480"
511,2017/03/18,1395/12/28,"37,590","37,460","37,590","37,480"
512,2017/03/16,1395/12/26,"37,920","37,540","37,920","37,570"
513,2017/03/15,1395/12/25,"37,650","37,650","37,970","37,950"
514,2017/03/14,1395/12/24,"37,490","37,460","37,980","37,630"
515,2017/03/13,1395/12/23,"37,500","37,430","37,510","37,500"
516,2017/03/12,1395/12/22,"37,580","37,480","37,600","37,490"
517,2017/03/11,1395/12/21,"37,520","37,520","37,660","37,590"
518,2017/03/09,1395/12/19,"37,250","37,250","37,540","37,490"
519,2017/03/08,1395/12/18,"37,450","37,230","37,450","37,240"
520,2017/03/07,1395/12/17,"37,600","37,460","37,600","37,460"
521,2017/03/06,1395/12/16,"37,730","37,610","37,730","37,610"
522,2017/03/05,1395/12/15,"37,800","37,730","37,800","37,740"
523,2017/03/04,1395/12/14,"37,840","37,810","37,850","37,810"
524,2017/03/02,1395/12/12,"37,830","37,830","37,830","37,830"
525,2017/03/01,1395/12/11,"37,800","37,800","37,850","37,840"
526,2017/02/28,1395/12/10,"37,780","37,720","37,790","37,790"
527,2017/02/27,1395/12/09,"37,830","37,780","38,200","37,790"
528,2017/02/26,1395/12/08,"37,790","37,790","37,810","37,810"
529,2017/02/25,1395/12/07,"37,810","37,770","37,820","37,780"
530,2017/02/23,1395/12/05,"37,790","37,780","37,810","37,800"
531,2017/02/22,1395/12/04,"38,680","37,780","38,680","37,800"
532,2017/02/21,1395/12/03,"37,910","37,860","38,430","37,870"
533,2017/02/20,1395/12/02,"37,920","37,890","37,920","37,900"
534,2017/02/19,1395/12/01,"38,010","37,920","38,130","37,930"
535,2017/02/18,1395/11/30,"38,100","38,000","38,110","38,020"
536,2017/02/16,1395/11/28,"38,140","38,100","38,150","38,110"
537,2017/02/15,1395/11/27,"38,140","38,140","38,250","38,150"
538,2017/02/14,1395/11/26,"38,130","38,060","38,140","38,080"
539,2017/02/13,1395/11/25,"38,220","38,140","38,230","38,140"
540,2017/02/20,1395/12/02,"37,920","37,890","37,920","37,900"
541,2017/02/19,1395/12/01,"38,010","37,920","38,130","37,930"
542,2017/02/18,1395/11/30,"38,100","38,000","38,110","38,020"
543,2017/02/16,1395/11/28,"38,140","38,100","38,150","38,110"
544,2017/02/15,1395/11/27,"38,140","38,140","38,250","38,150"
545,2017/02/14,1395/11/26,"38,130","38,060","38,140","38,080"
546,2017/02/13,1395/11/25,"38,220","38,140","38,230","38,140"
547,2017/02/12,1395/11/24,"38,270","38,230","38,380","38,230"
548,2017/02/11,1395/11/23,"38,320","38,290","38,360","38,290"
549,2017/02/09,1395/11/21,"38,250","38,180","38,270","38,260"
550,2017/02/08,1395/11/20,"38,370","38,260","38,370","38,260"
551,2017/02/07,1395/11/19,"38,480","38,300","38,480","38,360"
552,2017/02/06,1395/11/18,"38,540","38,470","38,560","38,470"
553,2017/02/05,1395/11/17,"38,440","38,440","38,700","38,520"
554,2017/02/04,1395/11/16,"38,260","38,260","38,440","38,430"
555,2017/02/02,1395/11/14,"38,250","38,160","38,250","38,240"
556,2017/02/01,1395/11/13,"38,260","38,200","38,310","38,260"
557,2017/01/31,1395/11/12,"38,220","38,130","38,250","38,210"
558,2017/01/30,1395/11/11,"38,530","38,210","38,530","38,230"
559,2017/01/29,1395/11/10,"38,600","38,430","38,630","38,510"
560,2017/01/28,1395/11/09,"38,660","38,570","38,730","38,590"
561,2017/01/26,1395/11/07,"38,650","38,550","38,650","38,580"
562,2017/01/25,1395/11/06,"38,560","38,490","38,640","38,600"
563,2017/01/24,1395/11/05,"38,450","38,450","38,850","38,540"
564,2017/01/23,1395/11/04,"38,290","38,280","38,590","38,500"
565,2017/01/22,1395/11/03,"38,050","37,890","38,350","38,330"
566,2017/01/21,1395/11/02,"38,270","37,870","38,370","38,080"
567,2017/01/19,1395/10/30,"38,420","38,120","38,420","38,240"
568,2017/01/18,1395/10/29,"38,670","38,130","38,670","38,200"
569,2017/01/17,1395/10/28,"39,080","38,340","39,460","38,340"
570,2017/01/21,1395/11/02,"38,270","37,870","38,370","38,080"
571,2017/01/19,1395/10/30,"38,420","38,120","38,420","38,240"
572,2017/01/18,1395/10/29,"38,670","38,130","38,670","38,200"
573,2017/01/17,1395/10/28,"39,080","38,340","39,460","38,340"
574,2017/01/16,1395/10/27,"39,400","39,090","39,410","39,140"
575,2017/01/15,1395/10/26,"39,470","39,160","39,470","39,440"
576,2017/01/14,1395/10/25,"39,810","39,480","39,850","39,510"
577,2017/01/12,1395/10/23,"39,800","39,670","39,820","39,790"
578,2017/01/11,1395/10/22,"39,660","39,510","39,790","39,790"
579,2017/01/09,1395/10/20,"39,480","39,480","39,660","39,650"
580,2017/01/08,1395/10/19,"39,550","39,420","39,560","39,450"
581,2017/01/07,1395/10/18,"39,090","39,010","39,110","39,040"
582,2017/01/05,1395/10/16,"39,050","38,940","39,080","39,030"
583,2017/01/04,1395/10/15,"39,200","38,790","39,200","39,000"
584,2017/01/03,1395/10/14,"38,800","38,800","39,190","39,140"
585,2017/01/02,1395/10/13,"38,260","38,260","38,810","38,790"
586,2017/01/01,1395/10/12,"39,260","38,270","39,260","38,350"
587,2016/12/31,1395/10/11,"40,200","39,480","40,260","39,480"
588,2016/12/29,1395/10/09,"40,770","40,190","40,770","40,290"
589,2016/12/28,1395/10/08,"40,570","40,570","41,230","40,750"
590,2016/12/27,1395/10/07,"40,830","40,830","41,210","41,210"
591,2016/12/26,1395/10/06,"40,530","40,220","40,890","40,720"
592,2016/12/25,1395/10/05,"40,030","39,750","40,680","40,660"
593,2016/12/24,1395/10/04,"39,830","39,770","39,880","39,880"
594,2016/12/22,1395/10/02,"39,790","39,780","39,910","39,850"
595,2016/12/21,1395/10/01,"39,370","39,370","39,780","39,780"
0,2016/12/20,1395/09/30,"39,220","39,160","39,320","39,180"
1,2016/12/19,1395/09/29,"39,300","39,110","39,300","39,170"
2,2016/12/18,1395/09/28,"39,100","39,100","39,310","39,280"
3,2016/12/15,1395/09/25,"39,200","39,190","39,280","39,280"
4,2016/12/14,1395/09/24,"39,160","39,110","39,200","39,140"
5,2016/12/13,1395/09/23,"38,750","38,750","38,990","38,970"
6,2016/12/12,1395/09/22,"39,000","38,680","39,000","38,680"
7,2016/12/11,1395/09/21,"39,100","38,850","39,100","38,910"
8,2016/12/10,1395/09/20,"39,130","38,900","39,130","38,990"
9,2016/12/08,1395/09/18,"38,990","38,840","38,990","38,990"
10,2016/12/07,1395/09/17,"38,990","38,720","38,990","38,760"
11,2016/12/06,1395/09/16,"39,150","38,680","39,150","38,880"
12,2016/12/05,1395/09/15,"38,390","38,390","38,990","38,960"
13,2016/12/04,1395/09/14,"38,800","38,470","39,220","38,950"
14,2016/12/03,1395/09/13,"38,130","37,830","38,150","38,020"
15,2016/12/01,1395/09/11,"38,850","37,890","38,850","38,290"
16,2016/11/29,1395/09/09,"38,050","37,920","38,740","38,710"
17,2016/11/27,1395/09/07,"37,180","37,180","37,940","37,910"
18,2016/11/26,1395/09/06,"37,040","36,990","37,490","37,460"
19,2016/11/24,1395/09/04,"37,050","37,050","37,240","37,180"
20,2016/11/23,1395/09/03,"36,880","36,800","37,110","37,030"
21,2016/11/22,1395/09/02,"36,840","36,680","36,840","36,770"
22,2016/11/21,1395/09/01,"36,720","36,320","36,760","36,730"
23,2016/11/19,1395/08/29,"36,900","36,420","36,900","36,810"
24,2016/11/17,1395/08/27,"36,800","36,710","36,920","36,850"
25,2016/11/16,1395/08/26,"36,660","36,660","36,750","36,740"
26,2016/11/15,1395/08/25,"36,670","36,660","36,700","36,680"
27,2016/11/14,1395/08/24,"36,650","36,500","36,690","36,680"
28,2016/11/13,1395/08/23,"36,440","36,440","36,590","36,550"
29,2016/11/12,1395/08/22,"36,560","36,480","36,680","36,480"
30,2016/11/21,1395/09/01,"36,720","36,320","36,760","36,730"
31,2016/11/19,1395/08/29,"36,900","36,420","36,900","36,810"
32,2016/11/17,1395/08/27,"36,800","36,710","36,920","36,850"
33,2016/11/16,1395/08/26,"36,660","36,660","36,750","36,740"
34,2016/11/15,1395/08/25,"36,670","36,660","36,700","36,680"
35,2016/11/14,1395/08/24,"36,650","36,500","36,690","36,680"
36,2016/11/13,1395/08/23,"36,440","36,440","36,590","36,550"
37,2016/11/12,1395/08/22,"36,560","36,480","36,680","36,480"
38,2016/11/10,1395/08/20,"36,590","36,390","36,590","36,570"
39,2016/11/09,1395/08/19,"36,310","36,310","36,520","36,480"
40,2016/11/08,1395/08/18,"35,750","35,750","36,460","36,400"
41,2016/11/07,1395/08/17,"36,320","36,230","36,320","36,250"
42,2016/11/06,1395/08/16,"36,180","36,180","36,290","36,290"
43,2016/11/05,1395/08/15,"36,120","36,120","36,280","36,230"
44,2016/11/03,1395/08/13,"36,240","36,080","36,270","36,200"
45,2016/11/02,1395/08/12,"36,300","36,190","36,300","36,230"
46,2016/11/01,1395/08/11,"36,280","36,210","36,280","36,270"
47,2016/10/31,1395/08/10,"36,190","36,110","36,210","36,190"
48,2016/10/30,1395/08/09,"36,190","35,830","36,190","36,110"
49,2016/10/29,1395/08/08,"36,120","36,010","36,150","36,080"
50,2016/10/27,1395/08/06,"35,800","35,800","36,180","36,180"
51,2016/10/26,1395/08/05,"35,920","35,770","36,080","36,050"
52,2016/10/25,1395/08/04,"35,950","35,680","35,980","35,680"
53,2016/10/24,1395/08/03,"35,870","35,870","35,950","35,950"
54,2016/10/23,1395/08/02,"35,920","35,790","35,920","35,910"
55,2016/10/22,1395/08/01,"35,850","35,850","35,880","35,880"
56,2016/10/20,1395/07/29,"35,910","35,780","35,920","35,850"
57,2016/10/19,1395/07/28,"35,900","35,820","35,900","35,850"
58,2016/10/18,1395/07/27,"35,950","35,800","35,950","35,830"
59,2016/10/17,1395/07/26,"35,950","35,440","35,950","35,850"
60,2016/10/22,1395/08/01,"35,850","35,850","35,880","35,880"
61,2016/10/20,1395/07/29,"35,910","35,780","35,920","35,850"
62,2016/10/19,1395/07/28,"35,900","35,820","35,900","35,850"
63,2016/10/18,1395/07/27,"35,950","35,800","35,950","35,830"
64,2016/10/17,1395/07/26,"35,950","35,440","35,950","35,850"
65,2016/10/16,1395/07/25,"35,970","35,880","35,980","35,880"
66,2016/10/15,1395/07/24,"35,890","35,880","35,970","35,880"
67,2016/10/13,1395/07/22,"35,950","35,800","35,950","35,850"
68,2016/10/10,1395/07/19,"35,900","35,810","35,900","35,850"
69,2016/10/09,1395/07/18,"35,810","35,790","35,820","35,810"
70,2016/10/08,1395/07/17,"35,800","35,400","35,870","35,850"
71,2016/10/06,1395/07/15,"35,880","35,720","35,880","35,720"
72,2016/10/05,1395/07/14,"35,890","35,670","35,890","35,870"
73,2016/10/04,1395/07/13,"35,880","35,830","35,880","35,860"
74,2016/10/03,1395/07/12,"35,850","35,800","35,850","35,810"
75,2016/10/02,1395/07/11,"35,700","35,700","35,860","35,770"
76,2016/10/01,1395/07/10,"35,800","35,620","35,870","35,830"
77,2016/09/29,1395/07/08,"35,800","35,740","35,810","35,800"
78,2016/09/28,1395/07/07,"35,750","35,610","35,760","35,610"
79,2016/09/27,1395/07/06,"35,800","35,670","35,800","35,730"
80,2016/09/26,1395/07/05,"35,700","35,640","35,760","35,700"
81,2016/09/25,1395/07/04,"35,720","35,650","35,740","35,680"
82,2016/09/24,1395/07/03,"35,670","35,610","35,670","35,630"
83,2016/09/22,1395/07/01,"35,760","35,520","35,760","35,540"
84,2016/09/21,1395/06/31,"35,600","35,590","35,650","35,600"
85,2016/09/19,1395/06/29,"35,710","35,520","35,710","35,520"
86,2016/09/18,1395/06/28,"35,740","35,490","35,740","35,600"
87,2016/09/17,1395/06/27,"35,540","35,400","35,630","35,620"
88,2016/09/15,1395/06/25,"35,550","35,490","35,720","35,720"
89,2016/09/14,1395/06/24,"35,510","35,480","35,630","35,630"
90,2016/09/22,1395/07/01,"35,760","35,520","35,760","35,540"
91,2016/09/21,1395/06/31,"35,600","35,590","35,650","35,600"
92,2016/09/19,1395/06/29,"35,710","35,520","35,710","35,520"
93,2016/09/18,1395/06/28,"35,740","35,490","35,740","35,600"
94,2016/09/17,1395/06/27,"35,540","35,400","35,630","35,620"
95,2016/09/15,1395/06/25,"35,550","35,490","35,720","35,720"
96,2016/09/14,1395/06/24,"35,510","35,480","35,630","35,630"
97,2016/09/13,1395/06/23,"35,500","35,470","35,610","35,610"
98,2016/09/11,1395/06/21,"35,520","35,420","35,550","35,500"
99,2016/09/10,1395/06/20,"35,530","35,450","35,560","35,450"
100,2016/09/08,1395/06/18,"35,610","35,450","35,610","35,570"
101,2016/09/07,1395/06/17,"35,560","35,460","35,580","35,540"
102,2016/09/06,1395/06/16,"35,490","35,470","35,610","35,550"
103,2016/09/05,1395/06/15,"35,590","35,430","35,700","35,520"
104,2016/09/04,1395/06/14,"35,640","35,560","35,650","35,650"
105,2016/09/03,1395/06/13,"35,700","35,550","35,700","35,590"
106,2016/09/01,1395/06/11,"35,470","35,430","35,630","35,570"
107,2016/08/31,1395/06/10,"35,480","35,480","35,640","35,550"
108,2016/08/30,1395/06/09,"35,510","35,490","35,640","35,550"
109,2016/08/29,1395/06/08,"35,580","35,450","35,580","35,550"
110,2016/08/28,1395/06/07,"35,700","35,480","35,700","35,500"
111,2016/08/27,1395/06/06,"35,390","35,390","35,600","35,560"
112,2016/08/25,1395/06/04,"35,430","35,300","35,480","35,300"
113,2016/08/24,1395/06/03,"35,680","35,400","35,680","35,430"
114,2016/08/23,1395/06/02,"35,570","35,380","35,570","35,420"
115,2016/08/22,1395/06/01,"35,390","35,350","35,510","35,470"
116,2016/08/21,1395/05/31,"35,370","35,270","35,510","35,270"
117,2016/08/20,1395/05/30,"35,520","35,120","35,540","35,120"
118,2016/08/18,1395/05/28,"35,440","35,340","35,530","35,450"
119,2016/08/17,1395/05/27,"35,320","35,280","35,510","35,420"
120,2016/08/23,1395/06/02,"35,570","35,380","35,570","35,420"
121,2016/08/22,1395/06/01,"35,390","35,350","35,510","35,470"
122,2016/08/21,1395/05/31,"35,370","35,270","35,510","35,270"
123,2016/08/20,1395/05/30,"35,520","35,120","35,540","35,120"
124,2016/08/18,1395/05/28,"35,440","35,340","35,530","35,450"
125,2016/08/17,1395/05/27,"35,320","35,280","35,510","35,420"
126,2016/08/16,1395/05/26,"35,210","35,210","35,490","35,430"
127,2016/08/15,1395/05/25,"35,640","35,290","35,640","35,430"
128,2016/08/14,1395/05/24,"35,350","35,310","35,490","35,310"
129,2016/08/13,1395/05/23,"35,350","35,350","35,540","35,520"
130,2016/08/12,1395/05/22,"35,280","35,280","35,280","35,280"
131,2016/08/11,1395/05/21,"35,540","35,340","35,580","35,380"
132,2016/08/10,1395/05/20,"35,430","35,310","35,490","35,350"
133,2016/08/09,1395/05/19,"35,380","35,280","35,450","35,450"
134,2016/08/08,1395/05/18,"35,390","35,350","35,420","35,400"
135,2016/08/07,1395/05/17,"35,390","35,290","35,390","35,330"
136,2016/08/06,1395/05/16,"35,320","35,210","35,320","35,270"
137,2016/08/04,1395/05/14,"35,350","35,120","35,380","35,170"
138,2016/08/03,1395/05/13,"35,360","35,290","35,420","35,310"
139,2016/08/02,1395/05/12,"35,380","35,340","35,400","35,400"
140,2016/08/01,1395/05/11,"35,350","35,270","35,370","35,280"
141,2016/07/31,1395/05/10,"35,410","35,300","35,410","35,380"
142,2016/07/28,1395/05/07,"35,380","35,120","35,440","35,440"
143,2016/07/27,1395/05/06,"35,370","35,180","35,370","35,180"
144,2016/07/26,1395/05/05,"35,250","35,170","35,250","35,180"
145,2016/07/25,1395/05/04,"35,150","35,080","35,220","35,110"
146,2016/07/24,1395/05/03,"35,170","35,140","35,170","35,170"
147,2016/07/23,1395/05/02,"35,100","35,070","35,120","35,090"
148,2016/07/21,1395/04/31,"35,080","35,030","35,180","35,030"
149,2016/07/20,1395/04/30,"35,150","35,030","35,210","35,130"
150,2016/07/24,1395/05/03,"35,170","35,140","35,170","35,170"
151,2016/07/23,1395/05/02,"35,100","35,070","35,120","35,090"
